market,MKT_CUSTOMER_ID_C,SSA_TRADE_N,billing_country,FINIS,MLI,MDSMT_MNTHYR_Y,LOC_BDN,gross_revenue,billed_revenue,gross_pieces
NLD,23400,Autobedrijf Poll B.V.,NLD, 1873025,0136,202501,119.349726251,133.702940175,133.031493274,1.0
NLD,06600,Gerritse Oss,NLD, 1805434,0432,202501,75.200268946,84.24398929,83.795281986,10.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 1835546,0187,202501,63.099606186,70.688078942,70.352355491,10.0
NLD,10300,Gerritse Culemborg,NLD, 1802090,0187,202501,119.099990395,133.423170633,132.750647696,10.0
NLD,10300,Gerritse Culemborg,NLD, 1805582,0201,202501,9.249831909,10.362233422,10.306279514,5.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 1848220,0132,202501,75.849582173,84.971390099,84.523758832,5.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 1872633,0482,202501,499.110556143,559.13449427,556.33357074,5.0
NLD,06600,Gerritse Oss,NLD, 2087319,0465,202504,-6.520011092,-7.304119417,-7.270984767,-1.0
NLD,06600,Gerritse Oss,NLD, 2206746,0453,202504,-10.219983363,-11.449057044,-11.393142322,-1.0
NLD,10300,Gerritse Culemborg,NLD, 2207964,0074,202504,-23.959700527,-26.841137443,-26.706527927,-1.0
NLD,06600,Gerritse Oss,NLD, 2021101,0513,202504,86.490433497,96.891929444,96.420796139,3.0
NLD,10300,Gerritse Culemborg,NLD, 2113383,0513,202504,57.659672798,64.593929324,64.281221064,2.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2029469,0022,202504,11.359645069,12.725776528,14.24997043,4.0
NLD,06600,Gerritse Oss,NLD, 2080249,0116,202504,123.199926056,138.016171967,137.344159846,20.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2038573,0457,202504,20.800443664,23.301942636,23.189077734,1.0
NLD,06600,Gerritse Oss,NLD, 2190232,0198,202504,97.789999076,109.550401215,109.001608573,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2219015,0449,202504,2.679545244,3.001792201,2.991437623,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2011907,0055,202504,19.819761531,22.203321896,24.881015802,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2209697,0219,202504,127.41011184,142.732682307,142.015110042,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2049023,0025,202504,79.560033275,89.128066758,99.849196959,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2193984,0512,202504,31.660042518,35.467536487,35.288402285,1.0
NLD,06600,Gerritse Oss,NLD, 2162050,0505,202504,19.989832702,22.393846133,22.28201669,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2066235,0132,202504,87.599593308,98.13447882,97.631246323,5.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 4767188,0022,202506,9.959867696,11.157659393,12.502467614,4.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2830421,0457,202506,32.38985667,36.285119397,36.106272749,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2756524,0576,202506,386.280044101,432.734780636,430.57281121,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2580321,0069,202508,146.499847155,164.118183655,163.311951305,2.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2727937,0531,202508,131.819730119,147.672609202,146.933889027,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2689523,0358,202508,14.050395214,15.740121146,17.633397358,1.0
NLD,06600,Gerritse Oss,NLD, 6184142,0488,202504,34.949625659,39.152730846,43.85785115,3.0
