markt,haendlernummer,markt_haendlernummer,poolinggruppe_sellout,region_teile,thg,haendlername,tn_teilebonus_status,tn_teilebonus_101_freie_werkstatt,tn_teilebonus_104_service_u_karosserie_kettengebunden,reporting_inkludiert_teile
AUT,10000,AUT10000,00100,Österreich,,A,False,False,False,True
AUT,10100,AUT10100,,Österreich,,B,False,False,False,True
AUT,10200,AUT10200,,Österreich,,C,False,False,False,True
AUT,10400,AUT10400,,Österreich,,A,False,False,False,False
AUT,10600,AUT10600,00106,Österreich,OTH4,B,True,True,True,True
AUT,10700,AUT10700,,Österreich,,C,False,False,False,False
AUT,10800,AUT10800,,Österreich,,A,False,False,False,True
AUT,11000,AUT11000,00110,Österreich,OTH4,B,True,True,True,False
AUT,11100,AUT11100,,Österreich,,C,False,False,False,False
AUT,11200,AUT11200,,Österreich,,A,False,False,False,True
AUT,11300,AUT11300,,Österreich,,B,False,False,False,True
AUT,11400,AUT11400,11400,Österreich,OTH4,C,True,True,True,True
AUT,11800,AUT11800,,Österreich,,A,False,False,False,True
AUT,11900,AUT11900,,Österreich,,B,False,False,False,True
AUT,12000,AUT12000,,Österreich,,C,False,False,False,True
AUT,12100,AUT12100,,Österreich,,A,False,False,False,False
AUT,12200,AUT12200,,Österreich,,B,False,False,False,True
AUT,13000,AUT13000,,Österreich,,C,False,False,False,True
AUT,14000,AUT14000,,Österreich,,A,False,False,False,True
AUT,15000,AUT15000,00150,Österreich,OTH1,B,False,False,False,True
AUT,16500,AUT16500,,Österreich,,C,False,False,False,False
AUT,18000,AUT18000,18000,Österreich,OTH4,A,False,False,False,False
AUT,18100,AUT18100,,Österreich,,B,False,False,False,False
AUT,19000,AUT19000,00150,Österreich,OTH1,C,True,True,True,True
AUT,20100,AUT20100,,Österreich,,A,False,False,False,True
AUT,20400,AUT20400,,Österreich,,B,False,False,False,True
AUT,20500,AUT20500,,Österreich,,C,False,False,False,True
AUT,20700,AUT20700,,Österreich,,A,False,False,False,True
AUT,20900,AUT20900,20900,Österreich,OTH1,B,False,False,False,True
AUT,21200,AUT21200,,Österreich,,C,False,False,False,True
AUT,21800,AUT21800,00218,Österreich,OTH3,A,True,True,True,True
AUT,21900,AUT21900,00219,Österreich,OTH3,B,False,False,False,True
AUT,22000,AUT22000,,Österreich,,C,False,False,False,False
AUT,22300,AUT22300,,Österreich,,A,False,False,False,True
AUT,22400,AUT22400,,Österreich,,B,False,False,False,True
AUT,22600,AUT22600,,Österreich,,C,False,False,False,True
AUT,22800,AUT22800,00228,Österreich,OTH1,A,True,True,True,True
AUT,22900,AUT22900,,Österreich,OTH2,B,False,False,False,True
AUT,23200,AUT23200,00232,Österreich,OTH2,C,False,False,False,True
AUT,23600,AUT23600,,Österreich,,A,False,False,False,False
AUT,24000,AUT24000,24000,Österreich,OTH2,B,False,False,False,False
AUT,24300,AUT24300,,Österreich,,C,False,False,False,False
AUT,24400,AUT24400,,Österreich,,A,False,False,False,False
AUT,24500,AUT24500,,Österreich,OTH1,B,False,False,False,True
AUT,24600,AUT24600,,Österreich,,C,False,False,False,False
AUT,26800,AUT26800,,Österreich,,A,False,False,False,True
AUT,27000,AUT27000,,Österreich,,B,False,False,False,True
AUT,27100,AUT27100,,Österreich,,C,False,False,False,True
AUT,28500,AUT28500,,Österreich,,A,False,False,False,False
AUT,30100,AUT30100,00326,Österreich,OTH4,B,True,True,True,True
AUT,30600,AUT30600,00306,Österreich,OTH4,C,True,True,True,True
AUT,30700,AUT30700,,Österreich,,A,False,False,False,True
AUT,31200,AUT31200,,Österreich,,B,False,False,False,True
AUT,31300,AUT31300,,Österreich,,C,False,False,False,True
AUT,31600,AUT31600,,Österreich,,A,False,False,False,True
AUT,31800,AUT31800,,Österreich,,B,False,False,False,False
AUT,31900,AUT31900,,Österreich,,C,False,False,False,False
AUT,32200,AUT32200,,Österreich,,A,False,False,False,True
AUT,32600,AUT32600,,Österreich,,B,False,False,False,True
AUT,32800,AUT32800,,Österreich,,C,False,False,False,True
AUT,33200,AUT33200,,Österreich,,A,False,False,False,True
AUT,33300,AUT33300,,Österreich,,B,False,False,False,True
AUT,33400,AUT33400,,Österreich,,C,False,False,False,True
AUT,33500,AUT33500,,Österreich,,A,False,False,False,True
AUT,33700,AUT33700,,Österreich,,B,False,False,False,True
AUT,33800,AUT33800,,Österreich,,C,False,False,False,True
AUT,34000,AUT34000,,Österreich,,A,False,False,False,True
AUT,34100,AUT34100,,Österreich,,B,False,False,False,True
AUT,34200,AUT34200,,Österreich,,C,False,False,False,True
AUT,34300,AUT34300,,Österreich,,A,False,False,False,True
AUT,35000,AUT35000,00350,Österreich,OTH3,B,True,True,True,True
AUT,37000,AUT37000,,Österreich,,C,False,False,False,True
AUT,37100,AUT37100,,Österreich,,A,False,False,False,False
AUT,37200,AUT37200,,Österreich,,B,False,False,False,False
AUT,37300,AUT37300,,Österreich,,C,False,False,False,False
AUT,37500,AUT37500,,Österreich,,A,False,False,False,True
AUT,37600,AUT37600,,Österreich,,B,False,False,False,False
AUT,38300,AUT38300,,Österreich,,C,False,False,False,True
AUT,38900,AUT38900,,Österreich,,A,False,False,False,True
AUT,40400,AUT40400,,Österreich,,B,False,False,False,True
AUT,40500,AUT40500,,Österreich,,C,False,False,False,True
AUT,40700,AUT40700,,Österreich,,A,False,False,False,False
AUT,40800,AUT40800,,Österreich,,B,False,False,False,False
AUT,40900,AUT40900,,Österreich,,C,False,False,False,False
AUT,41100,AUT41100,,Österreich,,A,False,False,False,True
AUT,41200,AUT41200,,Österreich,,B,False,False,False,False
AUT,41300,AUT41300,,Österreich,,C,False,False,False,True
AUT,41500,AUT41500,,Österreich,,A,False,False,False,False
AUT,41600,AUT41600,,Österreich,,B,False,False,False,True
AUT,41800,AUT41800,,Österreich,,C,False,False,False,True
AUT,41900,AUT41900,,Österreich,,A,False,False,False,True
AUT,42000,AUT42000,,Österreich,,B,False,False,False,False
AUT,42300,AUT42300,,Österreich,,C,False,False,False,True
AUT,42400,AUT42400,,Österreich,,A,False,False,False,True
AUT,42500,AUT42500,,Österreich,,B,False,False,False,True
AUT,42700,AUT42700,,Österreich,,C,False,False,False,True
AUT,42800,AUT42800,,Österreich,,A,False,False,False,True
AUT,42900,AUT42900,,Österreich,,B,False,False,False,False
AUT,43100,AUT43100,,Österreich,,C,False,False,False,False
AUT,43200,AUT43200,,Österreich,,A,False,False,False,True
AUT,43400,AUT43400,,Österreich,,B,False,False,False,True
AUT,43500,AUT43500,,Österreich,,C,False,False,False,True
AUT,43600,AUT43600,,Österreich,,A,False,False,False,True
AUT,43800,AUT43800,,Österreich,,B,False,False,False,True
AUT,43900,AUT43900,,Österreich,,C,False,False,False,True
AUT,44000,AUT44000,,Österreich,,A,False,False,False,False
AUT,44200,AUT44200,,Österreich,,B,False,False,False,False
AUT,44300,AUT44300,,Österreich,,C,False,False,False,True
AUT,44500,AUT44500,,Österreich,,A,False,False,False,False
AUT,44600,AUT44600,,Österreich,,B,False,False,False,True
AUT,44700,AUT44700,,Österreich,,C,False,False,False,False
AUT,44800,AUT44800,,Österreich,,A,False,False,False,True
AUT,44900,AUT44900,,Österreich,,B,False,False,False,True
AUT,45000,AUT45000,,Österreich,,C,False,False,False,True
AUT,45100,AUT45100,,Österreich,,A,False,False,False,True
AUT,45200,AUT45200,,Österreich,,B,False,False,False,False
AUT,45300,AUT45300,,Österreich,,C,False,False,False,True
AUT,45500,AUT45500,,Österreich,,A,False,False,False,False
AUT,45900,AUT45900,,Österreich,,B,False,False,False,True
AUT,46000,AUT46000,,Österreich,,C,False,False,False,True
AUT,46100,AUT46100,,Österreich,,A,False,False,False,True
AUT,46400,AUT46400,,Österreich,,B,False,False,False,True
AUT,46600,AUT46600,,Österreich,,C,False,False,False,True
AUT,46700,AUT46700,,Österreich,,A,False,False,False,False
AUT,46900,AUT46900,00469,Österreich,OTH2,B,True,True,True,True
AUT,47300,AUT47300,,Österreich,,C,False,False,False,True
AUT,47400,AUT47400,,Österreich,,A,False,False,False,False
AUT,47500,AUT47500,,Österreich,,B,False,False,False,True
AUT,47600,AUT47600,,Österreich,,C,False,False,False,True
AUT,47900,AUT47900,,Österreich,,A,False,False,False,True
AUT,48000,AUT48000,,Österreich,,B,False,False,False,False
AUT,48100,AUT48100,,Österreich,,C,False,False,False,False
AUT,48200,AUT48200,,Österreich,,A,False,False,False,True
AUT,48400,AUT48400,,Österreich,,B,False,False,False,False
AUT,48500,AUT48500,,Österreich,,C,False,False,False,False
AUT,48700,AUT48700,,Österreich,,A,False,False,False,False
AUT,48800,AUT48800,,Österreich,,B,False,False,False,True
AUT,48900,AUT48900,,Österreich,,C,False,False,False,True
AUT,49000,AUT49000,,Österreich,,A,False,False,False,True
AUT,49100,AUT49100,,Österreich,,B,False,False,False,True
AUT,49300,AUT49300,,Österreich,,C,False,False,False,False
AUT,49600,AUT49600,,Österreich,,A,False,False,False,True
AUT,49700,AUT49700,,Österreich,,B,False,False,False,True
AUT,49800,AUT49800,,Österreich,,C,False,False,False,True
AUT,50600,AUT50600,,Österreich,,A,False,False,False,True
AUT,50800,AUT50800,,Österreich,,B,False,False,False,True
AUT,50900,AUT50900,,Österreich,,C,False,False,False,False
AUT,51000,AUT51000,,Österreich,,A,False,False,False,False
AUT,51100,AUT51100,,Österreich,,B,False,False,False,True
AUT,51200,AUT51200,,Österreich,,C,False,False,False,False
AUT,51300,AUT51300,,Österreich,,A,False,False,False,True
AUT,51500,AUT51500,,Österreich,,B,False,False,False,True
AUT,51600,AUT51600,,Österreich,,C,False,False,False,False
AUT,51700,AUT51700,,Österreich,,A,False,False,False,True
AUT,51800,AUT51800,,Österreich,,B,False,False,False,True
AUT,52300,AUT52300,,Österreich,,C,False,False,False,True
AUT,52400,AUT52400,,Österreich,,A,False,False,False,True
AUT,52600,AUT52600,,Österreich,,B,False,False,False,True
AUT,52700,AUT52700,,Österreich,,C,False,False,False,False
AUT,52800,AUT52800,52800,Österreich,,A,False,False,False,True
AUT,52900,AUT52900,,Österreich,,B,False,False,False,False
AUT,53000,AUT53000,,Österreich,,C,False,False,False,True
AUT,53100,AUT53100,,Österreich,,A,False,False,False,True
AUT,53200,AUT53200,,Österreich,,B,False,False,False,True
AUT,53400,AUT53400,,Österreich,,C,False,False,False,True
AUT,53500,AUT53500,,Österreich,,A,False,False,False,False
AUT,53600,AUT53600,,Österreich,,B,False,False,False,False
AUT,53700,AUT53700,53700,Österreich,,C,False,False,False,True
AUT,53800,AUT53800,,Österreich,,A,False,False,False,True
AUT,53900,AUT53900,,Österreich,,B,False,False,False,False
AUT,54000,AUT54000,,Österreich,,C,False,False,False,False
AUT,54100,AUT54100,00541,Österreich,OTH2,A,True,True,True,True
AUT,54200,AUT54200,,Österreich,,B,False,False,False,True
AUT,54300,AUT54300,,Österreich,,C,False,False,False,True
AUT,54400,AUT54400,,Österreich,,A,False,False,False,True
AUT,54500,AUT54500,,Österreich,,B,False,False,False,False
AUT,54700,AUT54700,,Österreich,,C,False,False,False,True
AUT,55000,AUT55000,55000,Österreich,,A,False,False,False,False
AUT,55100,AUT55100,,Österreich,,B,False,False,False,True
AUT,55200,AUT55200,,Österreich,,C,False,False,False,False
AUT,55300,AUT55300,,Österreich,,A,False,False,False,True
AUT,55800,AUT55800,,Österreich,,B,False,False,False,True
AUT,56000,AUT56000,,Österreich,,C,False,False,False,False
AUT,56300,AUT56300,,Österreich,,A,False,False,False,False
AUT,56500,AUT56500,,Österreich,,B,False,False,False,True
AUT,56600,AUT56600,,Österreich,,C,False,False,False,True
AUT,56700,AUT56700,,Österreich,,A,False,False,False,True
AUT,56800,AUT56800,,Österreich,,B,False,False,False,True
AUT,56900,AUT56900,,Österreich,,C,False,False,False,True
AUT,57100,AUT57100,,Österreich,,A,False,False,False,True
AUT,57400,AUT57400,,Österreich,,B,False,False,False,True
AUT,57500,AUT57500,,Österreich,,C,False,False,False,True
AUT,57600,AUT57600,,Österreich,,A,False,False,False,True
AUT,57700,AUT57700,,Österreich,,B,False,False,False,True
AUT,57800,AUT57800,,Österreich,,C,False,False,False,False
AUT,58000,AUT58000,58000,Österreich,,A,False,False,False,False
AUT,58300,AUT58300,,Österreich,,B,False,False,False,False
AUT,58400,AUT58400,,Österreich,,C,False,False,False,False
AUT,58500,AUT58500,,Österreich,,A,False,False,False,False
AUT,58600,AUT58600,00586,Österreich,OTH1,B,True,True,True,True
AUT,58700,AUT58700,,Österreich,,C,False,False,False,True
AUT,58800,AUT58800,,Österreich,,A,False,False,False,False
AUT,59300,AUT59300,,Österreich,,B,False,False,False,False
AUT,59500,AUT59500,,Österreich,,C,False,False,False,False
AUT,59600,AUT59600,,Österreich,,A,False,False,False,False
AUT,59700,AUT59700,,Österreich,,B,False,False,False,True
AUT,59800,AUT59800,,Österreich,,C,False,False,False,True
AUT,59900,AUT59900,,Österreich,,A,False,False,False,False
AUT,61800,AUT61800,00586,Österreich,OTH1,B,True,True,True,False
AUT,61900,AUT61900,00586,Österreich,OTH1,C,True,True,True,False
AUT,62500,AUT62500,62500,Österreich,OTH3,A,True,True,True,True
AUT,67500,AUT67500,,Österreich,,B,False,False,False,True
AUT,77100,AUT77100,,Österreich,,C,False,False,False,False
AUT,AK,AUTAK,,Österreich,,A,False,False,False,False
AUT,AK001,AUTAK001,,Österreich,,B,False,False,False,False
AUT,TESTD,AUTTESTD,,Österreich,,C,False,False,False,False
CHE,06005,CHE06005,,Schweiz,,A,False,False,False,False
CHE,50050,CHE50050,,Schweiz,,B,False,False,False,False
CHE,50053,CHE50053,,Schweiz,,C,False,False,False,False
CHE,50700,CHE50700,50700,Schweiz,STH2,A,True,True,True,True
CHE,50750,CHE50750,,Schweiz,,B,False,False,False,False
CHE,50753,CHE50753,,Schweiz,,C,False,False,False,True
CHE,50900,CHE50900,,Schweiz,,A,False,False,False,True
CHE,50903,CHE50903,,Schweiz,,B,False,False,False,True
CHE,50904,CHE50904,,Schweiz,,C,False,False,False,True
CHE,50953,CHE50953,,Schweiz,,A,False,False,False,False
CHE,50955,CHE50955,,Schweiz,,B,False,False,False,True
CHE,50957,CHE50957,,Schweiz,,C,False,False,False,False
CHE,50964,CHE50964,,Schweiz,,A,False,False,False,False
CHE,50966,CHE50966,,Schweiz,,B,False,False,False,True
CHE,50971,CHE50971,,Schweiz,,C,False,False,False,True
CHE,50972,CHE50972,,Schweiz,,A,False,False,False,False
CHE,50975,CHE50975,,Schweiz,,B,False,False,False,True
CHE,50979,CHE50979,PG66000,Schweiz,,C,True,True,True,True
CHE,51100,CHE51100,,Schweiz,,A,False,False,False,True
CHE,51101,CHE51101,,Schweiz,,B,False,False,False,False
CHE,51150,CHE51150,,Schweiz,,C,False,False,False,False
CHE,51170,CHE51170,,Schweiz,,A,False,False,False,False
CHE,51182,CHE51182,,Schweiz,,B,False,False,False,True
CHE,51185,CHE51185,,Schweiz,,C,False,False,False,False
CHE,51190,CHE51190,,Schweiz,,A,False,False,False,False
CHE,51400,CHE51400,,Schweiz,,B,False,False,False,True
CHE,51450,CHE51450,,Schweiz,,C,False,False,False,False
CHE,51500,CHE51500,,Schweiz,,A,False,False,False,False
CHE,51550,CHE51550,,Schweiz,,B,False,False,False,False
CHE,51600,CHE51600,,Schweiz,,C,False,False,False,True
CHE,51651,CHE51651,,Schweiz,,A,False,False,False,True
CHE,51670,CHE51670,,Schweiz,,B,False,False,False,True
CHE,51671,CHE51671,,Schweiz,,C,False,False,False,True
CHE,51688,CHE51688,,Schweiz,,A,False,False,False,True
CHE,51900,CHE51900,,Schweiz,,B,False,False,False,True
CHE,52000,CHE52000,52000,Schweiz,,C,False,False,False,True
CHE,52050,CHE52050,,Schweiz,,A,False,False,False,False
CHE,52051,CHE52051,,Schweiz,,B,False,False,False,False
CHE,52061,CHE52061,,Schweiz,,C,False,False,False,True
CHE,52062,CHE52062,,Schweiz,,A,False,False,False,False
CHE,52063,CHE52063,,Schweiz,,B,False,False,False,True
CHE,52065,CHE52065,,Schweiz,,C,False,False,False,True
CHE,52066,CHE52066,,Schweiz,,A,False,False,False,True
CHE,52300,CHE52300,,Schweiz,,B,False,False,False,True
CHE,52400,CHE52400,,Schweiz,,C,False,False,False,True
CHE,52452,CHE52452,,Schweiz,,A,False,False,False,True
CHE,52454,CHE52454,,Schweiz,,B,False,False,False,True
CHE,52600,CHE52600,CH52600,Schweiz,,C,False,False,False,True
CHE,52651,CHE52651,,Schweiz,,A,False,False,False,False
CHE,52654,CHE52654,,Schweiz,,B,False,False,False,True
CHE,52656,CHE52656,,Schweiz,,C,False,False,False,False
CHE,52662,CHE52662,,Schweiz,,A,False,False,False,False
CHE,52674,CHE52674,,Schweiz,,B,False,False,False,False
CHE,52678,CHE52678,,Schweiz,,C,False,False,False,False
CHE,52800,CHE52800,52800,Schweiz,STH1,A,True,True,True,False
CHE,53100,CHE53100,,Schweiz,,B,False,False,False,True
CHE,53101,CHE53101,,Schweiz,,C,False,False,False,True
CHE,53150,CHE53150,,Schweiz,,A,False,False,False,False
CHE,53700,CHE53700,53700,Schweiz,STH3,B,True,True,True,True
CHE,53701,CHE53701,,Schweiz,,C,False,False,False,False
CHE,53762,CHE53762,,Schweiz,,A,False,False,False,True
CHE,53763,CHE53763,,Schweiz,,B,False,False,False,False
CHE,54200,CHE54200,,Schweiz,,C,False,False,False,True
CHE,54300,CHE54300,,Schweiz,,A,False,False,False,True
CHE,54700,CHE54700,54700,Schweiz,STH3,B,True,True,True,True
CHE,54702,CHE54702,,Schweiz,,C,False,False,False,True
CHE,54703,CHE54703,,Schweiz,,A,False,False,False,True
CHE,54754,CHE54754,,Schweiz,,B,False,False,False,False
CHE,54756,CHE54756,,Schweiz,,C,False,False,False,False
CHE,54757,CHE54757,,Schweiz,,A,False,False,False,True
CHE,54763,CHE54763,,Schweiz,,B,False,False,False,True
CHE,55000,CHE55000,55000,Schweiz,STH3,C,True,True,True,True
CHE,55002,CHE55002,,Schweiz,,A,False,False,False,False
CHE,55054,CHE55054,,Schweiz,,B,False,False,False,False
CHE,55055,CHE55055,,Schweiz,,C,False,False,False,False
CHE,55056,CHE55056,,Schweiz,,A,False,False,False,False
CHE,55057,CHE55057,,Schweiz,,B,False,False,False,False
CHE,55200,CHE55200,,Schweiz,,C,False,False,False,True
CHE,55250,CHE55250,,Schweiz,,A,False,False,False,False
CHE,56500,CHE56500,,Schweiz,,B,False,False,False,True
CHE,56550,CHE56550,,Schweiz,,C,False,False,False,False
CHE,56551,CHE56551,,Schweiz,,A,False,False,False,True
CHE,56552,CHE56552,,Schweiz,,B,False,False,False,False
CHE,56553,CHE56553,,Schweiz,,C,False,False,False,False
CHE,56554,CHE56554,,Schweiz,,A,False,False,False,True
CHE,56900,CHE56900,56900,Schweiz,STH3,B,False,False,False,False
CHE,56955,CHE56955,,Schweiz,,C,False,False,False,False
CHE,56960,CHE56960,,Schweiz,,A,False,False,False,False
CHE,56962,CHE56962,,Schweiz,,B,False,False,False,True
CHE,57000,CHE57000,,Schweiz,,C,False,False,False,True
CHE,57100,CHE57100,,Schweiz,,A,False,False,False,False
CHE,57102,CHE57102,,Schweiz,,B,False,False,False,False
CHE,57150,CHE57150,,Schweiz,,C,False,False,False,False
CHE,57153,CHE57153,,Schweiz,,A,False,False,False,True
CHE,57154,CHE57154,,Schweiz,,B,False,False,False,True
CHE,57166,CHE57166,,Schweiz,,C,False,False,False,False
CHE,57900,CHE57900,,Schweiz,,A,False,False,False,False
CHE,57950,CHE57950,,Schweiz,,B,False,False,False,True
CHE,57951,CHE57951,,Schweiz,,C,False,False,False,False
CHE,57952,CHE57952,,Schweiz,,A,False,False,False,True
CHE,57953,CHE57953,,Schweiz,,B,False,False,False,False
CHE,58000,CHE58000,58000,Schweiz,STH3,C,False,False,False,False
CHE,58066,CHE58066,,Schweiz,,A,False,False,False,True
CHE,58068,CHE58068,,Schweiz,,B,False,False,False,False
CHE,58200,CHE58200,58200,Schweiz,,C,False,False,False,True
CHE,58300,CHE58300,,Schweiz,,A,False,False,False,True
CHE,58350,CHE58350,,Schweiz,,B,False,False,False,False
CHE,58351,CHE58351,,Schweiz,,C,False,False,False,False
CHE,58353,CHE58353,,Schweiz,,A,False,False,False,False
CHE,58400,CHE58400,,Schweiz,,B,False,False,False,False
CHE,58500,CHE58500,,Schweiz,,C,False,False,False,False
CHE,58600,CHE58600,,Schweiz,,A,False,False,False,False
CHE,58700,CHE58700,58700,Schweiz,STH3,B,False,False,False,True
CHE,58800,CHE58800,,Schweiz,,C,False,False,False,False
CHE,58900,CHE58900,,Schweiz,,A,False,False,False,False
CHE,59100,CHE59100,,Schweiz,,B,False,False,False,False
CHE,59900,CHE59900,,Schweiz,,C,False,False,False,True
CHE,59950,CHE59950,,Schweiz,,A,False,False,False,True
CHE,59951,CHE59951,,Schweiz,,B,False,False,False,True
CHE,59954,CHE59954,,Schweiz,,C,False,False,False,True
CHE,59958,CHE59958,,Schweiz,,A,False,False,False,True
CHE,59960,CHE59960,,Schweiz,,B,False,False,False,False
CHE,59963,CHE59963,,Schweiz,,C,False,False,False,False
CHE,59964,CHE59964,59964,Schweiz,,A,False,False,False,False
CHE,59966,CHE59966,,Schweiz,,B,False,False,False,False
CHE,59971,CHE59971,,Schweiz,,C,False,False,False,False
CHE,59980,CHE59980,,Schweiz,,A,False,False,False,False
CHE,59981,CHE59981,,Schweiz,,B,False,False,False,True
CHE,59982,CHE59982,,Schweiz,,C,False,False,False,True
CHE,62600,CHE62600,,Schweiz,,A,False,False,False,True
CHE,62652,CHE62652,,Schweiz,,B,False,False,False,True
CHE,62900,CHE62900,,Schweiz,,C,False,False,False,True
CHE,62953,CHE62953,,Schweiz,,A,False,False,False,True
CHE,63000,CHE63000,63000,Schweiz,STH2,B,True,True,True,True
CHE,63200,CHE63200,,Schweiz,,C,False,False,False,True
CHE,63252,CHE63252,,Schweiz,,A,False,False,False,False
CHE,63300,CHE63300,,Schweiz,,B,False,False,False,False
CHE,63350,CHE63350,,Schweiz,,C,False,False,False,True
CHE,63354,CHE63354,,Schweiz,,A,False,False,False,False
CHE,63400,CHE63400,,Schweiz,,B,False,False,False,True
CHE,63600,CHE63600,,Schweiz,,C,False,False,False,True
CHE,63653,CHE63653,,Schweiz,,A,False,False,False,True
CHE,63654,CHE63654,,Schweiz,,B,False,False,False,False
CHE,63655,CHE63655,,Schweiz,,C,False,False,False,False
CHE,63800,CHE63800,,Schweiz,,A,False,False,False,False
CHE,63852,CHE63852,,Schweiz,,B,False,False,False,False
CHE,63853,CHE63853,,Schweiz,,C,False,False,False,True
CHE,63856,CHE63856,,Schweiz,,A,False,False,False,False
CHE,64400,CHE64400,64400,Schweiz,STH1,B,True,True,True,True
CHE,64450,CHE64450,,Schweiz,,C,False,False,False,False
CHE,64455,CHE64455,,Schweiz,,A,False,False,False,False
CHE,64459,CHE64459,,Schweiz,,B,False,False,False,False
CHE,64460,CHE64460,,Schweiz,,C,False,False,False,True
CHE,64464,CHE64464,,Schweiz,,A,False,False,False,False
CHE,64465,CHE64465,,Schweiz,,B,False,False,False,True
CHE,64466,CHE64466,,Schweiz,,C,False,False,False,False
CHE,64467,CHE64467,,Schweiz,,A,False,False,False,False
CHE,64468,CHE64468,,Schweiz,,B,False,False,False,False
CHE,64481,CHE64481,,Schweiz,,C,False,False,False,False
CHE,64700,CHE64700,64700,Schweiz,STH2,A,True,True,True,True
CHE,64751,CHE64751,,Schweiz,,B,False,False,False,True
CHE,64757,CHE64757,,Schweiz,,C,False,False,False,True
CHE,64760,CHE64760,,Schweiz,,A,False,False,False,False
CHE,64762,CHE64762,,Schweiz,,B,False,False,False,True
CHE,64765,CHE64765,,Schweiz,,C,False,False,False,True
CHE,64800,CHE64800,64800,Schweiz,STH1,A,True,True,True,True
CHE,64850,CHE64850,,Schweiz,,B,False,False,False,False
CHE,64852,CHE64852,,Schweiz,,C,False,False,False,False
CHE,64860,CHE64860,,Schweiz,,A,False,False,False,True
CHE,65000,CHE65000,PG65000,Schweiz,STH3,B,True,True,True,True
CHE,65001,CHE65001,,Schweiz,STH3,C,False,False,False,True
CHE,65055,CHE65055,,Schweiz,,A,False,False,False,True
CHE,65057,CHE65057,,Schweiz,,B,False,False,False,False
CHE,65058,CHE65058,,Schweiz,,C,False,False,False,False
CHE,65060,CHE65060,,Schweiz,,A,False,False,False,False
CHE,65100,CHE65100,,Schweiz,,B,False,False,False,True
CHE,65200,CHE65200,65200,Schweiz,STH1,C,True,True,True,True
CHE,65251,CHE65251,,Schweiz,,A,False,False,False,True
CHE,65253,CHE65253,,Schweiz,,B,False,False,False,True
CHE,65255,CHE65255,,Schweiz,,C,False,False,False,True
CHE,65258,CHE65258,,Schweiz,,A,False,False,False,False
CHE,65260,CHE65260,,Schweiz,,B,False,False,False,False
CHE,65262,CHE65262,,Schweiz,,C,False,False,False,True
CHE,65263,CHE65263,,Schweiz,,A,False,False,False,True
CHE,65265,CHE65265,,Schweiz,,B,False,False,False,False
CHE,65300,CHE65300,,Schweiz,,C,False,False,False,True
CHE,65400,CHE65400,,Schweiz,,A,False,False,False,False
CHE,65454,CHE65454,,Schweiz,,B,False,False,False,False
CHE,65500,CHE65500,,Schweiz,,C,False,False,False,True
CHE,65551,CHE65551,,Schweiz,,A,False,False,False,False
CHE,65800,CHE65800,,Schweiz,,B,False,False,False,True
CHE,65850,CHE65850,PG65850,Schweiz,STH1,C,False,False,False,True
CHE,65851,CHE65851,,Schweiz,,A,False,False,False,False
CHE,65867,CHE65867,,Schweiz,,B,False,False,False,False
CHE,65868,CHE65868,,Schweiz,,C,False,False,False,False
CHE,65900,CHE65900,,Schweiz,,A,False,False,False,True
CHE,65953,CHE65953,,Schweiz,,B,False,False,False,True
CHE,65954,CHE65954,,Schweiz,,C,False,False,False,True
CHE,65956,CHE65956,,Schweiz,,A,False,False,False,False
CHE,65960,CHE65960,,Schweiz,,B,False,False,False,False
CHE,65962,CHE65962,,Schweiz,,C,False,False,False,False
CHE,65963,CHE65963,,Schweiz,,A,False,False,False,True
CHE,66000,CHE66000,66000,Schweiz,STH1,B,True,True,True,True
CHE,66300,CHE66300,,Schweiz,,C,False,False,False,True
CHE,66600,CHE66600,66600,Schweiz,STH1,A,False,False,False,False
CHE,66601,CHE66601,,Schweiz,,B,False,False,False,False
CHE,66650,CHE66650,PG52800,Schweiz,,C,True,True,True,True
CHE,66651,CHE66651,,Schweiz,,A,False,False,False,False
CHE,66652,CHE66652,,Schweiz,,B,False,False,False,False
CHE,66653,CHE66653,,Schweiz,,C,False,False,False,False
CHE,66654,CHE66654,,Schweiz,,A,False,False,False,False
CHE,66700,CHE66700,66700,Schweiz,STH2,B,True,True,True,True
CHE,66900,CHE66900,,Schweiz,,C,False,False,False,False
CHE,67200,CHE67200,,Schweiz,,A,False,False,False,True
CHE,67400,CHE67400,67400,Schweiz,STH2,B,True,True,True,True
CHE,67451,CHE67451,,Schweiz,,C,False,False,False,False
CHE,67453,CHE67453,,Schweiz,,A,False,False,False,False
CHE,67600,CHE67600,67600,Schweiz,STH3,B,True,True,True,True
CHE,67601,CHE67601,,Schweiz,,C,False,False,False,False
CHE,67630,CHE67630,,Schweiz,,A,False,False,False,False
CHE,67655,CHE67655,,Schweiz,,B,False,False,False,False
CHE,67656,CHE67656,,Schweiz,,C,False,False,False,True
CHE,67658,CHE67658,,Schweiz,,A,False,False,False,False
CHE,67660,CHE67660,,Schweiz,,B,False,False,False,False
CHE,67800,CHE67800,,Schweiz,,C,False,False,False,True
CHE,67850,CHE67850,,Schweiz,,A,False,False,False,True
CHE,67900,CHE67900,,Schweiz,,B,False,False,False,False
CHE,68251,CHE68251,,Schweiz,,C,False,False,False,True
CHE,68255,CHE68255,,Schweiz,,A,False,False,False,True
